dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2022-020-0-188
the8x3_filename: 00510188
filename_extension: tbd
filename_label: sunfish-2022-020-0-188-tbd(00510188)
mission_name: regm20.mi
fileopen_time: Sun_Mar__6_20:06:23_2022
sensors_per_cycle: 10
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2022-020-0-188
sci_flbbcd_bb_units sci_flbbcd_cdom_units sci_flbbcd_chlor_units sci_m_present_time sci_oxy4_calphase sci_oxy4_oxygen sci_oxy4_saturation sci_water_cond sci_water_pressure sci_water_temp 
nodim ppb ug/l timestamp deg um % s/m bar degc 
4 4 4 8 4 4 4 4 4 4 
NaN NaN NaN 1646597241.002 NaN NaN NaN 3.14679 0.0164 3.0913 
NaN NaN NaN 1646597294.002 33.633 363.908 86.848 NaN NaN NaN 
NaN NaN NaN 1646597302.002 NaN NaN NaN 3.14967 0.50015 3.122 
0.000170328 0.9944 0.2701 1646597347.002 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 1646597363.002 NaN NaN NaN 3.14941 1.14105 3.1168 
NaN NaN NaN 1646597415.002 33.639 363.323 86.766 NaN NaN NaN 
NaN NaN NaN 1646597424.002 NaN NaN NaN 3.15027 1.6892 3.1223 
NaN NaN NaN 1646597485.002 NaN NaN NaN 3.15079 2.20587 3.1241 
NaN NaN NaN 1646597536.002 33.649 363.033 86.695 NaN NaN NaN 
NaN NaN NaN 1646597546.002 NaN NaN NaN 3.15037 2.68872 3.1175 
NaN NaN NaN 1646597607.002 NaN NaN NaN 3.15095 3.20224 3.1227 
0.00016308 0.9944 0.2482 1646597648.002 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 1646597657.002 33.65 363.101 86.699 NaN NaN NaN 
NaN NaN NaN 1646597668.002 NaN NaN NaN 3.15114 3.74363 3.1211 
NaN NaN NaN 1646597729.002 NaN NaN NaN 3.15167 4.26911 3.1284 
NaN NaN NaN 1646597778.002 33.65 363.047 86.695 NaN NaN NaN 
NaN NaN NaN 1646597790.002 NaN NaN NaN 3.15282 4.78128 3.131 
NaN NaN NaN 1646597851.002 NaN NaN NaN 3.15206 5.25845 3.1212 
NaN NaN NaN 1646597899.002 33.664 362.452 86.577 NaN NaN NaN 
NaN NaN NaN 1646597912.002 NaN NaN NaN 3.15337 5.81264 3.1364 
0.00016308 0.9944 0.2555 1646597949.002 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 1646597973.002 NaN NaN NaN 3.15376 6.33193 3.1368 
