dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-335-1-12
the8x3_filename: 00410012
filename_extension: sbd
filename_label: sunfish-2021-335-1-12-sbd(00410012)
mission_name: regm20.mi
fileopen_time: Fri_Dec__3_11:42:02_2021
sensors_per_cycle: 31
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-335-1-12
c_battpos c_de_oil_vol c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_battery m_battpos m_coulomb_amphr m_coulomb_amphr_total m_depth m_de_oil_vol m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_vacuum m_water_vx m_water_vy x_hd_fin_ap_ran 
in cc rad rad rad lat lon m volts in amp-hrs amp-hrs m cc rad m/s m/s lat lon rad lat lon rad timestamp bar m rad inHg m/s m/s bool 
4 4 4 4 4 8 8 4 4 4 4 4 4 4 4 4 4 8 8 4 8 8 4 8 4 4 4 4 4 4 1 
NaN NaN -0.0688939 1.33009 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0607917 NaN NaN NaN NaN 1.31598 NaN NaN NaN 1638533060.088 NaN NaN -0.00174533 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 169.337 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533084.366 16.9337 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.307178 1638533088.374 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 172.876 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533116.391 17.2876 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0633808 1.33023 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0578968 NaN NaN NaN NaN 1.33169 NaN NaN NaN 1638533120.399 NaN NaN 0.00174533 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 176.415 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533148.416 17.6415 NaN NaN NaN NaN NaN NaN 
-0.432197 -287.5 0.0633808 1.33027 NaN NaN NaN NaN 14.8688 -0.417947 NaN NaN 180.086 -277.912 0.0578968 NaN NaN NaN NaN 1.40324 NaN NaN NaN 1638533180.488 18.0086 NaN 0.00349066 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4805.12637178347 -5318.67996598385 NaN 1638533208.51 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 183.537 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533212.517 18.3537 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0858395 1.33011 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0839504 NaN NaN NaN NaN 1.29678 NaN NaN NaN 1638533240.536 NaN NaN 0.00698132 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 187.317 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533244.598 18.7317 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 190.681 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533276.617 19.0681 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0418284 1.33029 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0839504 NaN NaN NaN NaN 1.21999 NaN NaN NaN 1638533300.635 NaN NaN 0 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 194.264 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533308.644 19.4264 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 197.628 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533340.72 19.7628 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.107899 1.33068 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.124478 NaN NaN NaN NaN 1.309 NaN NaN NaN 1638533360.735 NaN NaN 0.00698132 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 200.949 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533372.747 20.0949 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.296706 1638533388.761 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 204.27 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533404.775 20.427 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.172703 1.33093 NaN NaN NaN NaN NaN NaN 6.5062 20.6612 NaN NaN 0.165006 NaN NaN NaN NaN 1.17984 NaN NaN NaN 1638533420.859 NaN NaN 0.0139626 7.97678 NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 207.547 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533436.868 20.7547 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 210.802 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533468.891 21.0802 NaN NaN NaN NaN NaN NaN 
-0.432197 -287.5 0.188576 1.33125 NaN NaN NaN NaN 14.8524 -0.416328 NaN NaN NaN -277.889 0.191059 NaN NaN NaN NaN 1.37532 NaN NaN NaN 1638533480.903 NaN NaN 0.00174533 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 214.057 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533500.919 21.4057 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4805.15387293494 -5318.62683168527 NaN 1638533508.98 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 217.072 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533532.994 21.7072 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.076693 1.3307 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0752659 NaN NaN NaN NaN 1.51495 NaN NaN NaN 1638533541.003 NaN NaN 0.00349066 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 220.436 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533565.024 22.0436 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 223.713 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533597.102 22.3713 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.133901 1.33012 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.141847 NaN NaN NaN NaN 1.41372 NaN NaN NaN 1638533601.104 NaN NaN -0.00523599 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 226.968 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533629.121 22.6968 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.133901 1.33006 NaN NaN NaN NaN NaN NaN NaN NaN 230.442 NaN -0.144742 NaN NaN NaN NaN 1.31772 NaN NaN NaN 1638533661.144 23.0442 NaN 0.00349066 NaN NaN NaN 5 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.294961 1638533689.215 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 233.697 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533693.221 23.3697 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0111488 1.33028 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0173691 NaN NaN NaN NaN 1.26362 NaN NaN NaN 1638533721.239 NaN NaN 0 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 237.017 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533725.247 23.7017 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 240.425 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533757.266 24.0425 NaN NaN NaN NaN NaN NaN 
-0.398579 -287.5 0.144644 1.33073 NaN NaN NaN NaN 14.8435 -0.416328 NaN NaN NaN -277.98 0.118689 NaN NaN NaN NaN 1.11352 NaN NaN NaN 1638533781.339 NaN NaN -0.00523599 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 244.03 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533789.35 24.403 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4805.17912865805 -5318.57301701037 NaN 1638533809.367 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 247.329 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533821.378 24.7329 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.275533 1.33148 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.262457 NaN NaN NaN NaN 1.11527 NaN NaN NaN 1638533841.395 NaN NaN 0.00349066 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 250.934 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533853.458 25.0934 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 254.516 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533885.477 25.4516 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.055247 1.33162 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0868453 NaN NaN NaN NaN 1.56032 NaN NaN NaN 1638533901.492 NaN NaN 0.015708 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 258.165 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533917.505 25.8165 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 261.616 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533949.584 26.1616 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.302186 1.3305 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.282297 NaN NaN NaN NaN 1.71391 NaN NaN NaN 1638533961.594 NaN NaN 0.00698132 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 265.33 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638533981.612 26.533 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.350811 1638533989.621 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 268.913 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638534013.64 26.8913 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.219348 1.32984 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.217113 NaN NaN NaN NaN 1.34216 NaN NaN NaN 1638534021.649 NaN NaN 0.00523599 7.95385 NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 272.54 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638534045.735 27.254 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 276.363 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638534077.758 27.6363 NaN NaN NaN NaN NaN NaN 
-0.287776 -287.5 -0.00375338 1.33013 NaN NaN NaN NaN 14.8274 -0.270669 NaN NaN NaN -277.866 -0.0289484 NaN NaN NaN NaN 1.16588 NaN NaN NaN 1638534081.765 NaN NaN 0.00872665 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 280.12 NaN NaN NaN NaN NaN NaN NaN 4805.20170384645 -5318.51917789621 NaN 1638534109.785 28.012 NaN NaN NaN NaN NaN NaN 
