dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-291-2-0
the8x3_filename: 00260000
filename_extension: sbd
filename_label: sunfish-2021-291-2-0-sbd(00260000)
mission_name: regm20.mi
fileopen_time: Tue_Oct_19_14:04:08_2021
sensors_per_cycle: 31
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-291-2-0
c_ballast_pumped c_battpos c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_ballast_pumped m_battery m_battpos m_coulomb_amphr m_coulomb_amphr_total m_depth m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_vacuum m_water_vx m_water_vy x_hd_fin_ap_ran 
cc in rad rad rad lat lon m cc volts in amp-hrs amp-hrs m rad m/s m/s lat lon rad lat lon rad timestamp bar m rad inHg m/s m/s bool 
4 4 4 4 4 8 8 4 4 4 4 4 4 4 4 4 4 8 8 4 8 8 4 8 4 4 4 4 4 4 1 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.4415 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634654738.44 0.14415 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.00289484 NaN NaN NaN NaN NaN NaN NaN NaN 1634654762.459 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634654770.469 -0.068109 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0519443 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634654802.549 0.00519443 NaN NaN NaN -0.0122659 -0.0137119 NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.00289484 NaN NaN NaN NaN NaN NaN NaN NaN 1634654822.569 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.00820174 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634654834.582 0.000820174 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634654867.666 -0.00355409 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.00289484 NaN NaN NaN NaN NaN NaN NaN NaN 1634654883.732 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.00820174 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634654899.741 0.000820174 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.00820174 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634654931.768 0.000820174 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.00289484 NaN NaN NaN NaN NaN NaN NaN NaN 1634654947.407 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.161301 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634654967.423 0.0161301 NaN NaN NaN NaN NaN NaN 
NaN 0.9 NaN NaN NaN NaN NaN NaN NaN 14.7969 0.925356 NaN NaN 0.0519443 NaN NaN NaN NaN NaN NaN 4725.25590009394 -5307.46720003031 NaN 1634654999.503 0.00519443 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.00289484 NaN NaN NaN NaN NaN NaN NaN NaN 1634655007.512 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0519443 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655033.254 0.00519443 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0519443 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655065.278 0.00519443 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.00289484 NaN NaN NaN NaN NaN NaN NaN NaN 1634655069.285 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0519443 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655097.303 0.00519443 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.13943 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655129.068 0.013943 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.00289484 NaN NaN NaN NaN NaN NaN NaN NaN 1634655133.076 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0738156 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655153.089 0.00738156 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.358143 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655192.526 0.0358143 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN 1634655196.533 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.13943 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655225.896 0.013943 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655249.91 NaN NaN NaN 9.71251 NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.270657 -0.00289484 NaN NaN NaN NaN NaN NaN NaN NaN 1634655257.919 0.0270657 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0956869 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655289.945 0.00956869 NaN NaN NaN NaN NaN NaN 
NaN 0.9 NaN NaN NaN NaN NaN NaN NaN 14.869 0.925356 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655297.956 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN 1634655318.329 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0738156 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655322.335 0.00738156 NaN NaN NaN NaN NaN NaN 
