dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2022-158-0-7
the8x3_filename: 00570007
filename_extension: sbd
filename_label: sunfish-2022-158-0-7-sbd(00570007)
mission_name: regm20.mi
fileopen_time: Wed_Jun__8_10:25:16_2022
sensors_per_cycle: 32
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2022-158-0-7
c_battpos c_de_oil_vol c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_avg_climb_rate m_avg_dive_rate m_battery m_battpos m_depth m_de_oil_vol m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_science_on m_vacuum m_water_vx m_water_vy x_low_power_status 
in cc rad rad rad lat lon m m/s m/s volts in m cc rad m/s m/s lat lon rad lat lon rad timestamp bar m rad bool inHg m/s m/s nodim 
4 4 4 4 4 8 8 4 4 4 4 4 4 4 4 4 4 8 8 4 8 8 4 8 4 4 4 1 4 4 4 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.052696 0.025952 NaN NaN NaN NaN NaN NaN 1654683946.29 NaN NaN NaN NaN NaN 0.052696 0.025952 NaN 
NaN NaN NaN 3.86257 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1654683954.999 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.597327 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1654683971.037 0.0597327 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN 0.0996092 NaN NaN 7.68888 NaN NaN NaN NaN NaN NaN 5.97077 NaN NaN -0.354302 1654684063.156 0.768888 NaN 0.0506145 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 18.599 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1654684161.184 1.8599 NaN 0.0523599 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 28.3308 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1654684251.202 2.83308 NaN 0.0506145 NaN NaN NaN NaN NaN 
-0.006101 NaN -0.103432 NaN NaN NaN NaN NaN NaN NaN 14.5049 -0.0246667 NaN NaN -0.162111 NaN NaN NaN NaN NaN NaN NaN NaN 1654684281.208 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 3.84254 NaN NaN NaN NaN NaN 0.105505 NaN NaN 40.7901 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1654684371.225 4.07901 NaN 0.0610865 NaN NaN NaN NaN NaN 
NaN -180 NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN 52.3984 -169.602 NaN NaN NaN NaN NaN 3.80133 4802.3621297603 -5321.79089578686 -0.315905 1654684491.248 5.23984 NaN 0.0541052 NaN 8.12448 NaN NaN 0 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4802.3875 -5321.7252 NaN NaN NaN NaN 1654684521.252 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 63.3303 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1654684611.27 6.33303 NaN 0.0575959 NaN NaN NaN NaN NaN 
-0.006101 NaN 0.0772019 NaN NaN NaN NaN NaN NaN 0.0927795 14.6163 -0.0246667 NaN NaN 0.0694762 NaN NaN NaN NaN NaN NaN NaN NaN 1654684701.288 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 74.5677 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1654684731.293 7.45677 NaN 0.0628319 NaN NaN NaN NaN NaN 
NaN NaN NaN 3.84886 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1654684791.306 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 85.6523 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1654684851.318 8.56523 NaN 0.0628319 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 3.44703 NaN NaN -0.303687 1654684911.33 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 96.7152 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1654684971.341 9.67152 NaN 0.0593412 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0909342 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1654685031.353 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 104.963 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1654685063.375 10.4963 NaN 0.0593412 NaN NaN NaN NaN NaN 
NaN -180 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -169.806 NaN NaN NaN NaN NaN NaN 4802.28591595191 -5321.79013442111 NaN 1654685091.449 NaN NaN NaN NaN 8.19456 NaN NaN 2 
-0.006101 NaN 0.198865 NaN NaN NaN NaN NaN NaN NaN 14.5553 -0.0246667 NaN NaN 0.205534 NaN NaN NaN NaN NaN NaN NaN NaN 1654685103.458 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 113.124 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1654685155.494 11.3124 NaN 0.0575959 NaN NaN NaN NaN NaN 
NaN NaN NaN 3.86548 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1654685191.577 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 121.503 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1654685247.614 12.1503 NaN 0.0610865 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 3.74722 NaN NaN -0.298451 1654685307.719 NaN NaN NaN NaN NaN NaN NaN NaN 
