dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2022-077-0-62
the8x3_filename: 00550062
filename_extension: sbd
filename_label: sunfish-2022-077-0-62-sbd(00550062)
mission_name: regm20.mi
fileopen_time: Tue_Apr__5_23:43:25_2022
sensors_per_cycle: 32
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2022-077-0-62
c_battpos c_de_oil_vol c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_avg_climb_rate m_avg_dive_rate m_battery m_battpos m_depth m_de_oil_vol m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_science_on m_vacuum m_water_vx m_water_vy x_low_power_status 
in cc rad rad rad lat lon m m/s m/s volts in m cc rad m/s m/s lat lon rad lat lon rad timestamp bar m rad bool inHg m/s m/s nodim 
4 4 4 4 4 8 8 4 4 4 4 4 4 4 4 4 4 8 8 4 8 8 4 8 4 4 4 1 4 4 4 4 
NaN 20 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 19.1175 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1649202231.943 NaN NaN NaN NaN 9.72136 NaN NaN 3 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0685551 0.0362078 NaN NaN NaN 5357.25280016965 -5035.79349999836 NaN 1649202235.951 NaN NaN NaN NaN NaN -0.0685551 0.0362078 NaN 
NaN NaN NaN 1.61664 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1649202244.999 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0191005 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1649202257.042 0.00191005 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN 0.0806756 NaN NaN 7.81212 NaN NaN NaN NaN NaN NaN 1.20079 NaN NaN -0.441568 1649202349.163 0.781212 NaN 0.0715585 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 18.0718 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1649202447.192 1.80718 NaN 0.0593412 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 27.3056 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1649202537.209 2.73056 NaN 0.0541052 NaN NaN NaN NaN NaN 
-0.205667 NaN 0.0991527 NaN NaN NaN NaN NaN NaN NaN 14.4813 -0.220498 NaN NaN 0.107109 NaN NaN NaN NaN NaN NaN NaN NaN 1649202597.221 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 1.61813 NaN NaN NaN NaN NaN 0.106058 NaN NaN 39.8574 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1649202657.233 3.98574 NaN 0.0575959 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN 50.9684 NaN NaN NaN NaN NaN NaN 1.61443 NaN NaN -0.347321 1649202777.256 5.09684 NaN 0.0645772 NaN NaN NaN NaN NaN 
NaN -280 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -271.339 NaN NaN NaN NaN NaN NaN 5357.27840068687 -5035.71927355564 NaN 1649202837.268 NaN NaN NaN NaN 7.90899 NaN NaN 0 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 63.7603 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1649202897.28 6.37603 NaN 0.0610865 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.108467 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1649202987.297 NaN NaN NaN NaN NaN NaN NaN NaN 
-0.205667 NaN -0.0299228 NaN NaN NaN NaN NaN NaN NaN 14.6027 -0.220498 76.8142 NaN -0.0289484 NaN NaN NaN NaN NaN NaN NaN NaN 1649203017.303 7.68142 NaN 0.0575959 NaN NaN NaN NaN NaN 
NaN NaN NaN 1.61794 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1649203077.315 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 90.13 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1649203137.327 9.013 NaN 0.0541052 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.56032 NaN NaN -0.352556 1649203197.338 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 103.38 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1649203257.35 10.338 NaN 0.0541052 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.108736 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1649203317.362 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 116.281 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1649203377.374 11.6281 NaN 0.0575959 NaN NaN NaN NaN NaN 
-0.205667 NaN 0.0917895 NaN NaN NaN NaN NaN NaN NaN 14.6452 -0.218879 NaN NaN 0.0781607 NaN NaN NaN NaN NaN NaN NaN NaN 1649203437.385 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN -280 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -272.042 NaN NaN NaN NaN NaN NaN 5357.31233897786 -5035.58699429653 NaN 1649203467.391 NaN NaN NaN NaN 7.90211 NaN NaN 0 
NaN NaN NaN 1.62024 NaN NaN NaN NaN NaN NaN NaN NaN 130.383 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1649203497.397 13.0383 NaN 0.0593412 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN 144.637 NaN NaN NaN NaN NaN NaN 1.14319 NaN NaN -0.340339 1649203617.42 14.4637 NaN 0.0541052 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.116291 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1649203647.426 NaN NaN NaN NaN NaN NaN NaN NaN 
