dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-335-1-111
the8x3_filename: 00410111
filename_extension: sbd
filename_label: sunfish-2021-335-1-111-sbd(00410111)
mission_name: regm20.mi
fileopen_time: Sun_Dec_12_12:17:02_2021
sensors_per_cycle: 31
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-335-1-111
c_battpos c_de_oil_vol c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_battery m_battpos m_coulomb_amphr m_coulomb_amphr_total m_depth m_de_oil_vol m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_vacuum m_water_vx m_water_vy x_hd_fin_ap_ran 
in cc rad rad rad lat lon m volts in amp-hrs amp-hrs m cc rad m/s m/s lat lon rad lat lon rad timestamp bar m rad inHg m/s m/s bool 
4 4 4 4 4 8 8 4 4 4 4 4 4 4 4 4 4 8 8 4 8 8 4 8 4 4 4 4 4 4 1 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 221.399 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639313628.795 22.1399 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 220.067 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639313660.816 22.0067 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.353961 1.56305 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.370991 NaN NaN NaN NaN 1.50796 NaN NaN NaN 1639313684.834 NaN NaN 0.0436332 NaN NaN NaN 5 
NaN NaN NaN NaN 0.3491 NaN NaN NaN NaN NaN NaN NaN 213.232 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.382227 1639313714.84 21.3232 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.10155 1.56302 NaN NaN NaN NaN NaN NaN NaN NaN 204.322 NaN -0.0376329 NaN NaN NaN NaN 2.04727 NaN NaN NaN 1639313774.852 20.4322 NaN 0.0436332 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639313804.858 NaN NaN NaN 8.25417 NaN NaN NaN 
NaN NaN -0.0934057 1.56297 NaN NaN NaN NaN NaN NaN NaN NaN 195.346 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639313834.864 19.5346 NaN NaN NaN NaN NaN 4 
-0.322527 162.5 NaN NaN NaN NaN NaN NaN 14.4213 -0.315985 NaN NaN NaN 162.986 -0.104214 NaN NaN NaN NaN 1.89368 4850.17724220084 -5046.26255195032 NaN 1639313864.87 NaN NaN 0.0331613 NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 186.043 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639313894.875 18.6043 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0728908 1.56292 NaN NaN NaN NaN NaN NaN 44.0361 58.1911 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639313924.88 NaN NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 176.784 NaN -0.0868453 NaN NaN NaN NaN 1.83783 NaN NaN NaN 1639313954.886 17.6784 NaN 0.0453786 NaN NaN NaN NaN 
NaN NaN -0.05286 1.56288 NaN NaN NaN NaN NaN NaN NaN NaN 167.655 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639314014.898 16.7655 NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN 0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0521072 NaN NaN NaN NaN 1.77151 NaN NaN 0.380482 1639314044.904 NaN NaN 0.0436332 NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 158.745 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639314074.911 15.8745 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0486429 1.56284 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639314104.917 NaN NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 149.573 NaN -0.0521072 NaN NaN NaN NaN 1.80642 NaN NaN NaN 1639314134.922 14.9573 NaN 0.0418879 NaN NaN NaN NaN 
-0.322527 162.5 -0.0436382 1.56281 NaN NaN NaN NaN 14.6945 -0.315985 NaN NaN 141.1 163.099 NaN NaN NaN NaN NaN NaN 4850.18354146753 -5046.17470942079 NaN 1639314194.934 14.11 NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.055002 NaN NaN NaN NaN 1.68599 NaN NaN NaN 1639314224.939 NaN NaN 0.0418879 NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 132.539 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639314254.945 13.2539 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0327417 1.56279 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639314284.951 NaN NaN NaN NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 123.345 NaN -0.0289484 NaN NaN NaN NaN 1.61967 NaN NaN NaN 1639314314.957 12.3345 NaN 0.0436332 NaN NaN NaN NaN 
NaN NaN -0.0327417 1.56278 0.3491 NaN NaN NaN NaN NaN NaN NaN 114.108 NaN -0.0318433 NaN NaN NaN NaN 1.61268 NaN NaN 0.3735 1639314374.968 11.4108 NaN 0.0436332 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 105.416 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639314434.979 10.5416 NaN NaN 8.29445 NaN NaN NaN 
NaN NaN -0.0327417 1.56278 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0318433 NaN NaN NaN NaN 1.47829 NaN NaN NaN 1639314464.985 NaN NaN 0.0418879 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 96.8992 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639314494.991 9.68992 NaN NaN NaN NaN NaN NaN 
-0.322527 162.5 NaN NaN NaN NaN NaN NaN 14.847 -0.315985 NaN NaN NaN 163.349 NaN NaN NaN NaN NaN NaN 4850.20185249238 -5046.09157246823 NaN 1639314524.997 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0189276 1.56279 NaN NaN NaN NaN NaN NaN NaN NaN 88.5133 NaN -0.0318433 NaN NaN NaN NaN 1.4399 NaN NaN NaN 1639314555.002 8.85133 NaN 0.0471239 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 81.1102 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639314615.013 8.11102 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0226081 1.5628 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0231587 NaN NaN NaN NaN 1.44339 NaN NaN NaN 1639314645.019 NaN NaN 0.0383972 NaN NaN NaN 5 
