dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-335-0-0
the8x3_filename: 00400000
filename_extension: sbd
filename_label: sunfish-2021-335-0-0-sbd(00400000)
mission_name: regm21.mi
fileopen_time: Thu_Dec__2_11:18:37_2021
sensors_per_cycle: 31
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-335-0-0
c_battpos c_de_oil_vol c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_battery m_battpos m_coulomb_amphr m_coulomb_amphr_total m_depth m_de_oil_vol m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_vacuum m_water_vx m_water_vy x_hd_fin_ap_ran 
in cc rad rad rad lat lon m volts in amp-hrs amp-hrs m cc rad m/s m/s lat lon rad lat lon rad timestamp bar m rad inHg m/s m/s bool 
4 4 4 4 4 8 8 4 4 4 4 4 4 4 4 4 4 8 8 4 8 8 4 8 4 4 4 4 4 4 1 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.1557 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638443944.006 0.01557 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 5.8239 NaN NaN NaN 0 NaN NaN NaN NaN NaN NaN -0.00578968 NaN NaN NaN NaN 4.64432 NaN NaN NaN 1638443972.029 NaN 1.63419 -0.0471239 NaN NaN NaN 0 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.199405 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638443976.038 0.0199405 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 3.43359 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638444008.115 0.343359 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 5.82286 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.00578968 NaN NaN NaN NaN 4.39299 NaN NaN NaN 1638444032.133 NaN NaN -0.015708 NaN NaN NaN 0 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 9.42121 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638444040.144 0.942121 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 14.9062 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638444072.168 1.49062 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.276005 5.82588 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.303303 NaN NaN NaN NaN 5.48557 NaN NaN NaN 1638444092.238 NaN NaN -0.0139626 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 19.823 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638444104.25 1.9823 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 25.3299 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638444136.273 2.53299 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.00149273 5.82621 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.00289484 NaN NaN NaN NaN 5.80671 NaN NaN NaN 1638444152.288 NaN NaN -0.015708 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 30.7275 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638444168.357 3.07275 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 35.7099 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638444200.376 3.57099 NaN NaN NaN NaN NaN NaN 
-0.360462 -250 0.325625 5.82702 -0.3491 NaN NaN NaN 14.7985 -0.294946 NaN NaN NaN -255.837 0.275294 NaN NaN NaN NaN 5.32675 4754.10614258163 -5325.23397369471 -0.364774 1638444212.388 NaN NaN -0.0366519 NaN NaN NaN 4 
