dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2022-110-0-111
the8x3_filename: 00560111
filename_extension: tbd
filename_label: sunfish-2022-110-0-111-tbd(00560111)
mission_name: regm20.mi
fileopen_time: Thu_May_19_22:57:54_2022
sensors_per_cycle: 10
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2022-110-0-111
sci_flbbcd_bb_units sci_flbbcd_cdom_units sci_flbbcd_chlor_units sci_m_present_time sci_oxy4_calphase sci_oxy4_oxygen sci_oxy4_saturation sci_water_cond sci_water_pressure sci_water_temp 
nodim ppb ug/l timestamp deg um % s/m bar degc 
4 4 4 8 4 4 4 4 4 4 
NaN NaN NaN 1653001086.912 NaN NaN NaN 0 0 0 
NaN NaN NaN 1653001145.912 31.22 487.354 109.654 NaN NaN NaN 
NaN NaN NaN 1653001146.912 NaN NaN NaN 2.82193 0.00846 0.9552 
NaN NaN NaN 1653001207.912 NaN NaN NaN 2.81047 0.73793 0.7557 
NaN NaN NaN 1653001266.912 31.626 484.302 107.162 NaN NaN NaN 
NaN NaN NaN 1653001268.912 NaN NaN NaN 2.78278 1.61626 0.1086 
0.000683124 1.2656 3.4456 1653001326.912 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 1653001329.912 NaN NaN NaN 2.82775 2.3335 0.443 
NaN NaN NaN 1653001387.912 33.761 421.565 91.357 NaN NaN NaN 
NaN NaN NaN 1653001390.912 NaN NaN NaN 2.82813 3.10604 0.2486 
NaN NaN NaN 1653001451.912 NaN NaN NaN 2.92451 3.86891 1.2679 
NaN NaN NaN 1653001508.912 32.942 414.59 94.559 NaN NaN NaN 
NaN NaN NaN 1653001512.912 NaN NaN NaN 2.94869 4.58298 1.5237 
NaN NaN NaN 1653001573.912 NaN NaN NaN 2.95532 5.30609 1.5832 
0.000367836 1.1752 1.4892 1653001627.912 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 1653001629.912 32.872 414.287 94.858 NaN NaN NaN 
NaN NaN NaN 1653001634.912 NaN NaN NaN 2.95599 6.00233 1.5872 
NaN NaN NaN 1653001695.912 NaN NaN NaN 2.95905 6.65548 1.6125 
NaN NaN NaN 1653001750.912 32.769 416.035 95.496 NaN NaN NaN 
NaN NaN NaN 1653001756.912 NaN NaN NaN 2.96597 7.29869 1.6756 
NaN NaN NaN 1653001817.912 NaN NaN NaN 2.9621 7.98126 1.6055 
NaN NaN NaN 1653001871.912 33.269 414.663 93.05 NaN NaN NaN 
