dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-335-1-79
the8x3_filename: 00410079
filename_extension: sbd
filename_label: sunfish-2021-335-1-79-sbd(00410079)
mission_name: regm20.mi
fileopen_time: Thu_Dec__9_01:10:07_2021
sensors_per_cycle: 31
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-335-1-79
c_battpos c_de_oil_vol c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_battery m_battpos m_coulomb_amphr m_coulomb_amphr_total m_depth m_de_oil_vol m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_vacuum m_water_vx m_water_vy x_hd_fin_ap_ran 
in cc rad rad rad lat lon m volts in amp-hrs amp-hrs m cc rad m/s m/s lat lon rad lat lon rad timestamp bar m rad inHg m/s m/s bool 
4 4 4 4 4 8 8 4 4 4 4 4 4 4 4 4 4 8 8 4 8 8 4 8 4 4 4 4 4 4 1 
-0.163855 -212.5 -0.0518089 1.33468 -0.3491 NaN NaN NaN 14.931 -0.144431 NaN NaN NaN -206.068 NaN NaN NaN NaN NaN NaN 4829.37095156479 -5213.79317958366 -0.350811 1639012709.433 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 54.9574 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639012739.439 5.49574 NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0173691 NaN NaN NaN NaN 1.0088 NaN NaN NaN 1639012769.445 NaN NaN 0.010472 NaN NaN NaN NaN 
NaN NaN 0.0733942 1.33472 NaN NaN NaN NaN NaN NaN NaN NaN 60.9636 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639012799.451 6.09636 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639012829.457 NaN NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 67.3412 NaN 0.0897401 NaN NaN NaN NaN 1.20079 NaN NaN NaN 1639012859.462 6.73412 NaN 0.00698132 NaN NaN NaN NaN 
NaN NaN 0.0314112 1.33476 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639012889.468 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 73.544 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639012919.474 7.3544 NaN NaN NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0318433 NaN NaN NaN NaN 1.59349 NaN NaN NaN 1639012949.481 NaN NaN 0 7.99741 NaN NaN NaN 
NaN NaN -0.0570306 1.33473 NaN NaN NaN NaN NaN NaN NaN NaN 80.0526 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639012979.487 8.00526 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013009.493 NaN NaN NaN NaN NaN NaN 5 
-0.163855 -212.5 NaN NaN -0.3491 NaN NaN NaN 14.9794 -0.144431 NaN NaN 86.0807 -206.249 -0.0434226 NaN NaN NaN NaN 1.09432 4829.39865208293 -5213.74403833795 -0.333358 1639013039.499 8.60807 NaN 0.00698132 NaN NaN NaN NaN 
NaN NaN 0.0552405 1.33476 NaN NaN NaN NaN NaN NaN NaN NaN 89.9029 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013069.503 8.99029 NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0521072 NaN NaN NaN NaN 1.15541 NaN NaN NaN 1639013099.506 NaN NaN 0.00872665 NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 94.8827 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013129.511 9.48827 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0474766 1.33479 NaN NaN NaN NaN NaN NaN NaN NaN 98.0496 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013159.517 9.80496 NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 101.129 NaN 0.0521072 NaN NaN NaN NaN 1.19904 NaN NaN NaN 1639013189.523 10.1129 NaN 0.00349066 NaN NaN NaN NaN 
NaN NaN 0.0330425 1.33481 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013219.529 NaN NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 107.419 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013249.535 10.7419 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0318433 NaN NaN NaN NaN 1.43641 NaN NaN NaN 1639013279.541 NaN NaN 0.00698132 NaN NaN NaN NaN 
NaN NaN -0.0200429 1.33481 NaN NaN NaN NaN NaN NaN NaN NaN 113.469 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013309.546 11.3469 NaN NaN NaN NaN NaN 4 
-0.163855 -212.5 NaN NaN -0.3491 NaN NaN NaN 15.0181 -0.144431 NaN NaN 119.585 -206.635 -0.0434226 NaN NaN NaN NaN 1.42768 4829.42454062613 -5213.6899884829 -0.324631 1639013369.558 11.9585 NaN 0.00349066 NaN NaN NaN NaN 
NaN NaN -0.0187137 1.33478 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013399.563 NaN NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 125.067 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013429.569 12.5067 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0231587 NaN NaN NaN NaN 1.22348 NaN NaN NaN 1639013459.575 NaN NaN 0.00174533 NaN NaN NaN NaN 
NaN NaN 0.0271097 1.3348 NaN NaN NaN NaN NaN NaN NaN NaN 130.221 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013489.581 13.0221 NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 135.747 NaN 0.0665814 NaN NaN NaN NaN 1.19206 NaN NaN NaN 1639013549.592 13.5747 NaN 0.00872665 NaN NaN NaN NaN 
NaN NaN 0.0349758 1.33483 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013579.598 NaN NaN NaN 8.06193 NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 141.186 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013609.605 14.1186 NaN NaN NaN NaN NaN NaN 
