dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-349-0-78
the8x3_filename: 00450078
filename_extension: sbd
filename_label: sunfish-2021-349-0-78-sbd(00450078)
mission_name: regm20.mi
fileopen_time: Wed_Jan_12_05:58:46_2022
sensors_per_cycle: 32
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-349-0-78
c_battpos c_de_oil_vol c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_avg_climb_rate m_avg_dive_rate m_battery m_battpos m_depth m_de_oil_vol m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_science_on m_vacuum m_water_vx m_water_vy x_low_power_status 
in cc rad rad rad lat lon m m/s m/s volts in m cc rad m/s m/s lat lon rad lat lon rad timestamp bar m rad bool inHg m/s m/s nodim 
4 4 4 4 4 8 8 4 4 4 4 4 4 4 4 4 4 8 8 4 8 8 4 8 4 4 4 1 4 4 4 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641967120.903 0.0283965 NaN NaN NaN NaN NaN NaN NaN 
0.9 NaN 0 6.27284 NaN NaN NaN NaN NaN NaN 15.0934 0.925356 0.0873738 NaN 0.00289484 NaN NaN NaN NaN NaN NaN NaN NaN 1641967151.569 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.104682 0.119124 NaN NaN NaN NaN NaN NaN 1641967157.539 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641967214.167 0.262121 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.10865 NaN NaN 7.8418 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641967246.19 NaN NaN 0.0523599 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641967314.669 1.66665 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 21.9308 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641967344.675 NaN NaN 0.0523599 NaN NaN NaN NaN NaN 
NaN -330 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -318.683 NaN NaN NaN NaN NaN NaN 5219.20407731409 -4841.46950778041 NaN 1641967374.68 NaN NaN NaN NaN 7.7007 NaN NaN 0 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641967434.692 3.46437 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 37.8984 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641967464.698 NaN NaN 0.0436332 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5.95157 NaN NaN -0.301942 1641967524.708 NaN NaN NaN NaN NaN NaN NaN NaN 
-0.448221 NaN 0.0836309 0.037385 NaN NaN NaN NaN NaN 0.109107 15.0513 -0.547422 NaN NaN 0.0955298 NaN NaN NaN NaN NaN NaN NaN NaN 1641967554.714 4.6177 NaN NaN NaN NaN -0.104682 0.119124 NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 49.4754 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641967584.719 NaN NaN 0.0785398 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641967674.737 6.06374 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 64.4819 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641967704.743 NaN NaN 0.0523599 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641967794.76 7.39182 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 76.7142 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641967824.767 NaN NaN 0.0593412 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.1018 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641967884.779 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641967914.785 8.62816 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN 90.1042 NaN NaN NaN NaN NaN NaN 6.02139 NaN NaN -0.342085 1641967944.791 NaN NaN 0.0663225 NaN NaN NaN NaN NaN 
-0.415737 NaN 0.0730917 0.0377942 NaN NaN NaN NaN NaN NaN 15.019 -0.401763 NaN NaN 0.0347381 NaN NaN NaN NaN NaN NaN NaN NaN 1641967974.796 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN -330 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -319.477 NaN NaN NaN NaN NaN NaN 5219.28245777858 -4841.56035037404 NaN 1641968004.802 NaN NaN NaN NaN 7.67614 NaN NaN 0 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641968034.808 10.1747 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 105.963 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641968064.814 NaN NaN 0.0802851 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641968124.826 11.4176 NaN NaN NaN NaN NaN NaN NaN 
