dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-349-0-68
the8x3_filename: 00450068
filename_extension: sbd
filename_label: sunfish-2021-349-0-68-sbd(00450068)
mission_name: regm20.mi
fileopen_time: Mon_Jan_10_03:54:01_2022
sensors_per_cycle: 32
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-349-0-68
c_battpos c_de_oil_vol c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_avg_climb_rate m_avg_dive_rate m_battery m_battpos m_depth m_de_oil_vol m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_science_on m_vacuum m_water_vx m_water_vy x_low_power_status 
in cc rad rad rad lat lon m m/s m/s volts in m cc rad m/s m/s lat lon rad lat lon rad timestamp bar m rad bool inHg m/s m/s nodim 
4 4 4 4 4 8 8 4 4 4 4 4 4 4 4 4 4 8 8 4 8 8 4 8 4 4 4 1 4 4 4 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.120146 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641786835.856 0.0120146 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.119827 0.0645377 NaN NaN NaN NaN NaN NaN 1641786871.608 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 0.283657 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641786879 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641786887.043 NaN NaN NaN NaN NaN NaN NaN 3 
NaN -330 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -317.21 NaN NaN NaN NaN NaN NaN 5148.94020013362 -4809.16569976521 NaN 1641786915.313 NaN NaN NaN NaN 9.51241 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5.01334 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641786931.327 0.501334 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN 0.0938747 NaN NaN NaN NaN NaN NaN NaN NaN NaN 5.03527 NaN NaN -0.516617 1641786947.34 NaN NaN 0.0279253 0 NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 18.6881 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641787042.041 1.86881 NaN 0.0750492 NaN NaN NaN NaN NaN 
-0.482092 NaN 0.225832 NaN NaN NaN NaN NaN NaN NaN 15.0027 -0.427658 NaN NaN 0.283464 NaN NaN NaN NaN NaN NaN NaN NaN 1641787072.046 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641787102.052 NaN NaN NaN NaN NaN -0.119827 0.0645377 NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 31.2488 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641787162.062 3.12488 NaN 0.0523599 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0960212 NaN NaN 38.9162 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641787252.079 3.89162 NaN 0.0680678 NaN NaN NaN NaN NaN 
NaN NaN NaN 0.286567 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641787282.084 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN 53.6177 NaN NaN NaN NaN NaN NaN 0.0645772 NaN NaN -0.336849 1641787372.102 5.36177 NaN 0.0506145 NaN NaN NaN NaN NaN 
-0.482092 NaN 0.0560984 NaN NaN NaN NaN NaN NaN NaN 15.0312 -0.427658 70.5691 NaN 0.0665814 NaN NaN NaN NaN NaN NaN NaN NaN 1641787492.125 7.05691 NaN 0.0750492 NaN NaN NaN NaN 0 
NaN -330 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -317.913 NaN NaN NaN NaN NaN NaN 5149.01877960918 -4809.24197890838 NaN 1641787522.132 NaN NaN NaN NaN 7.65943 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.124064 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641787582.144 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 85.2269 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641787612.15 8.52269 NaN 0.0645772 NaN NaN NaN NaN NaN 
NaN NaN NaN 0.286842 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641787702.166 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 101.61 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641787732.172 10.161 NaN 0.0610865 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.172788 NaN NaN -0.333358 1641787792.184 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 116.683 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641787852.196 11.6683 NaN 0.0680678 NaN NaN NaN NaN NaN 
-0.482092 NaN 0.070591 NaN NaN NaN NaN NaN NaN 0.125878 15.0785 -0.427658 NaN NaN 0.0347381 NaN NaN NaN NaN NaN NaN NaN NaN 1641787912.208 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 131.188 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641787972.218 13.1188 NaN 0.0628319 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 141.542 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641788062.236 14.1542 NaN 0.0610865 NaN NaN NaN NaN NaN 
