dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-349-0-69
the8x3_filename: 00450069
filename_extension: sbd
filename_label: sunfish-2021-349-0-69-sbd(00450069)
mission_name: regm20.mi
fileopen_time: Mon_Jan_10_13:56:36_2022
sensors_per_cycle: 32
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-349-0-69
c_battpos c_de_oil_vol c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_avg_climb_rate m_avg_dive_rate m_battery m_battpos m_depth m_de_oil_vol m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_science_on m_vacuum m_water_vx m_water_vy x_low_power_status 
in cc rad rad rad lat lon m m/s m/s volts in m cc rad m/s m/s lat lon rad lat lon rad timestamp bar m rad bool inHg m/s m/s nodim 
4 4 4 4 4 8 8 4 4 4 4 4 4 4 4 4 4 8 8 4 8 8 4 8 4 4 4 1 4 4 4 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641823018.199 0 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0991865 0.0863969 NaN NaN NaN NaN NaN NaN 1641823026.209 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 6.16097 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641823034 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641823042.033 NaN NaN NaN 1 NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5.43775 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641823110.137 0.543775 NaN NaN NaN NaN NaN NaN NaN 
0 NaN 0 NaN NaN NaN NaN NaN NaN NaN 15.0259 -0.0198114 NaN NaN -0.0868453 NaN NaN NaN NaN NaN NaN NaN NaN 1641823118.146 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN 0.124069 NaN NaN NaN NaN NaN NaN NaN NaN NaN 4.12596 NaN NaN -0.560251 1641823126.156 NaN NaN 0.0680678 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641823160.736 NaN NaN NaN NaN NaN NaN NaN 0 
NaN -330 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -320.95 NaN NaN NaN NaN NaN NaN 5155.26033622487 -4813.14098396347 NaN 1641823190.742 NaN NaN NaN NaN 7.68367 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 23.9785 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641823220.748 2.39785 NaN 0.0907571 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641823250.752 NaN NaN NaN NaN NaN -0.0991865 0.0863969 NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 41.8641 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641823340.771 4.18641 NaN 0.0628319 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.136617 NaN NaN 53.0235 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641823430.788 5.30235 NaN 0.0820305 NaN NaN NaN NaN NaN 
NaN NaN NaN 6.16162 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641823460.794 NaN NaN NaN NaN NaN NaN NaN NaN 
-0.497714 NaN 0.129729 NaN NaN NaN NaN NaN NaN NaN 15.0233 -0.429276 NaN NaN 0.153427 NaN NaN NaN NaN NaN NaN NaN NaN 1641823520.805 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN 68.7908 NaN NaN NaN NaN NaN NaN 5.67581 NaN NaN -0.37001 1641823550.811 6.87908 NaN 0.0802851 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 84.2741 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641823670.833 8.42741 NaN 0.0715585 0 NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.100136 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641823760.851 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 94.6037 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641823790.857 9.46037 NaN 0.0698132 NaN NaN NaN NaN 0 
NaN -330 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -321.471 NaN NaN NaN NaN NaN NaN 5155.30330650359 -4813.26960228298 NaN 1641823820.863 NaN NaN NaN NaN 7.65681 NaN NaN NaN 
NaN NaN NaN 6.16208 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641823880.875 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 108.624 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641823910.88 10.8624 NaN 0.0750492 NaN NaN NaN NaN NaN 
-0.497714 NaN 0.134318 NaN NaN NaN NaN NaN NaN NaN 15.0646 -0.429276 NaN NaN 0.153427 NaN NaN NaN NaN NaN NaN NaN NaN 1641823940.886 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5.66883 NaN NaN -0.333358 1641823970.893 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 123.365 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1641824030.904 12.3365 NaN 0.0820305 NaN NaN NaN NaN NaN 
