dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 1
filename: echo-2023-012-2-2
the8x3_filename: 00870002
filename_extension: ebd
filename_label: echo-2023-012-2-2-ebd(00870002)
mission_name: regm20.mi
fileopen_time: Fri_Jan_13_14:25:14_2023
sensors_per_cycle: 106
num_label_lines: 3
num_segments: 1
segment_filename_0: echo-2023-012-2-2
sci_ad2cp_file_state sci_badd_error sci_badd_finished sci_badd_n_tries_to_connect sci_badd_power_on sci_badd_target_range sci_clothesline_time sci_generic_a sci_generic_b sci_generic_c sci_generic_d sci_generic_e sci_generic_f sci_generic_g sci_generic_h sci_generic_i sci_generic_j sci_generic_k sci_generic_l sci_generic_m sci_generic_n sci_generic_o sci_generic_p sci_generic_q sci_generic_r sci_generic_s sci_generic_t sci_generic_u sci_generic_v sci_generic_w sci_generic_x sci_generic_y sci_generic_z sci_log_time sci_m_disk_free sci_m_disk_usage sci_m_free_heap sci_m_min_free_heap sci_m_present_secs_into_mission sci_m_present_time sci_m_science_on sci_m_sram_free_heap sci_m_sram_min_free_heap sci_obsvr_file_offset sci_obsvr_is_installed sci_obsvr_processing_mode sci_obsvr_storage_capacity sci_obsvr_storage_used sci_obsvr_temp sci_obsvr_timestamp sci_obsvr_voltage sci_oxy4_c1amp sci_oxy4_c1rph sci_oxy4_c2amp sci_oxy4_c2rph sci_oxy4_calphase sci_oxy4_is_installed sci_oxy4_oxygen sci_oxy4_rawtemp sci_oxy4_saturation sci_oxy4_tcphase sci_oxy4_temp sci_oxy4_timestamp sci_proglet_time sci_rbrctd_cond_cell_temp_00 sci_rbrctd_conductivity_00 sci_rbrctd_count_00 sci_rbrctd_depth_00 sci_rbrctd_is_installed sci_rbrctd_pressure_00 sci_rbrctd_salinity_00 sci_rbrctd_seapressure_00 sci_rbrctd_temperature_00 sci_rbrctd_timestamp sci_reqd_heartbeat sci_sbmb_hw_ver sci_software_ver sci_svs603_a1 sci_svs603_a2 sci_svs603_b1 sci_svs603_b2 sci_svs603_dom_period sci_svs603_heading sci_svs603_hmax sci_svs603_hmax2 sci_svs603_hs sci_svs603_index sci_svs603_is_running sci_svs603_pmax sci_svs603_run_state sci_svs603_stop_state sci_svs603_timestamp sci_svs603_wave_dir sci_systime sci_viper_collect_time sci_viper_collecting sci_viper_error sci_viper_finished sci_viper_target sci_wants_comms sci_wants_surface sci_water_cond sci_water_pressure sci_water_temp sci_x_disk_files_removed sci_x_sent_data_files
NaN NaN NaN NaN NaN NaN 776 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6799.35 1673621717.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 170 -0.5007 27.0341 1 174.488 NaN 185.699 32.9156 175.567 -0.624 1673621717.638 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.89089e+06 NaN NaN NaN NaN NaN NaN NaN 2.70341 17.5567 -0.624 NaN NaN
NaN NaN NaN NaN NaN NaN 796 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 6800.35 1673621718.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 885.9 43.713 882.1 6.29 36.459 NaN 373.302 922 80.442 37.423 -0.568 NaN 149 -0.4526 27.0347 1 174.577 NaN 185.788 32.9157 175.656 -0.6235 1673621718.638 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.89189e+06 NaN NaN NaN NaN NaN NaN NaN 2.70347 17.5656 -0.6235 NaN NaN
NaN NaN NaN NaN NaN NaN 767 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6801.35 1673621719.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 174 -0.4526 27.0351 1 174.678 NaN 185.89 32.9157 175.758 -0.6231 1673621719.638 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.89289e+06 NaN NaN NaN NaN NaN NaN NaN 2.70351 17.5758 -0.6231 NaN NaN
NaN NaN NaN NaN NaN NaN 833 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6802.35 1673621720.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 886 43.72 882.1 6.291 36.465 NaN 373.12 922 80.403 37.429 -0.568 NaN 126 -0.5007 27.0353 1 174.763 NaN 185.976 32.9156 175.844 -0.6228 1673621720.638 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.89389e+06 NaN NaN NaN NaN NaN NaN NaN 2.70353 17.5844 -0.6228 NaN NaN
NaN NaN NaN NaN NaN NaN 832 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6803.35 1673621721.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 125 -0.4526 27.0357 1 174.851 NaN 186.065 32.9158 175.932 -0.6225 1673621721.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.89489e+06 NaN NaN NaN NaN NaN NaN NaN 2.70357 17.5933 -0.6225 NaN NaN
NaN NaN NaN NaN NaN NaN 796 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 6804.35 1673621722.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 886.2 43.726 882.1 6.291 36.471 NaN 372.949 922 80.366 37.435 -0.568 NaN 156 -0.5007 27.0356 1 174.943 NaN 186.157 32.9154 176.025 -0.6223 1673621722.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.89589e+06 NaN NaN NaN NaN NaN NaN NaN 2.70356 17.6025 -0.6223 NaN NaN
NaN NaN NaN NaN NaN NaN 771 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6805.35 1673621723.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 167 -0.4045 27.0361 1 175.027 NaN 186.241 32.9159 176.109 -0.6221 1673621723.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.89689e+06 NaN NaN NaN NaN NaN NaN NaN 2.70361 17.6109 -0.6221 NaN NaN
NaN NaN NaN NaN NaN NaN 833 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6806.35 1673621724.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 886.4 43.732 882 6.291 36.477 NaN 372.742 921.9 80.323 37.441 -0.567 NaN 126 -0.4045 27.0358 1 175.126 NaN 186.341 32.9154 176.209 -0.6221 1673621724.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.89789e+06 NaN NaN NaN NaN NaN NaN NaN 2.70358 17.6209 -0.6221 NaN NaN
NaN NaN NaN NaN NaN NaN 802 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 6807.35 1673621725.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 153 -0.5007 27.0361 1 175.208 NaN 186.424 32.9157 176.292 -0.6221 1673621725.643 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.89889e+06 NaN NaN NaN NaN NaN NaN NaN 2.70361 17.6292 -0.6221 NaN NaN
NaN NaN NaN NaN NaN NaN 802 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6808.35 1673621726.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 886.5 43.737 882.1 6.291 36.482 NaN 372.588 921.9 80.292 37.446 -0.566 NaN 157 -0.5007 27.0365 1 175.297 NaN 186.513 32.9162 176.381 -0.6221 1673621726.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.89989e+06 NaN NaN NaN NaN NaN NaN NaN 2.70365 17.6381 -0.6221 NaN NaN
NaN NaN NaN NaN NaN NaN 805 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 6809.35 1673621727.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 154 -0.5489 27.0371 1 175.396 NaN 186.613 32.9169 176.48 -0.622 1673621727.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.90089e+06 NaN NaN NaN NaN NaN NaN NaN 2.70371 17.648 -0.622 NaN NaN
NaN NaN NaN NaN NaN NaN 805 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6810.35 1673621728.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 886.7 43.743 882 6.29 36.489 NaN 372.323 921.8 80.243 37.453 -0.563 NaN 142 -0.5007 27.0369 1 175.48 NaN 186.697 32.9162 176.565 -0.6216 1673621728.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.90189e+06 NaN NaN NaN NaN NaN NaN NaN 2.70369 17.6565 -0.6216 NaN NaN
NaN NaN NaN NaN NaN NaN 768 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 96 NaN NaN NaN NaN 6811.35 1673621729.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 106 -0.5007 27.0373 1 175.577 NaN 186.795 32.9165 176.663 -0.6215 1673621729.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.90289e+06 NaN NaN NaN NaN NaN NaN NaN 2.70373 17.6663 -0.6215 NaN NaN
NaN NaN NaN NaN NaN NaN 778 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 6812.35 1673621730.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 886.8 43.748 882 6.291 36.494 NaN 372.238 921.9 80.217 37.458 -0.566 NaN 169 -0.5972 27.0381 1 175.667 NaN 186.886 32.9176 176.753 -0.6216 1673621730.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.90389e+06 NaN NaN NaN NaN NaN NaN NaN 2.70381 17.6753 -0.6216 NaN NaN
NaN NaN NaN NaN NaN NaN 840 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6813.35 1673621731.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 120 -0.4045 27.0386 1 175.762 NaN 186.981 32.9179 176.848 -0.6213 1673621731.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.90489e+06 NaN NaN NaN NaN NaN NaN NaN 2.70386 17.6848 -0.6213 NaN NaN
NaN NaN NaN NaN NaN NaN 759 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 6814.35 1673621732.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 886.9 43.752 882 6.291 36.497 NaN 372.106 921.9 80.191 37.461 -0.565 NaN 172 -0.5489 27.0388 1 175.857 NaN 187.076 32.918 176.944 -0.6212 1673621732.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.90588e+06 NaN NaN NaN NaN NaN NaN NaN 2.70388 17.6944 -0.6212 NaN NaN
NaN NaN NaN NaN NaN NaN 782 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6815.35 1673621733.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 165 -0.4526 27.0391 1 175.938 NaN 187.158 32.9177 177.025 -0.6207 1673621733.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.90688e+06 NaN NaN NaN NaN NaN NaN NaN 2.70391 17.7025 -0.6207 NaN NaN
NaN NaN NaN NaN NaN NaN 790 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 6816.35 1673621734.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 887.1 43.76 882.1 6.291 36.505 NaN 371.883 921.9 80.143 37.469 -0.565 NaN 170 -0.5007 27.0399 1 176.036 NaN 187.257 32.9186 177.125 -0.6205 1673621734.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.90788e+06 NaN NaN NaN NaN NaN NaN NaN 2.70399 17.7125 -0.6205 NaN NaN
NaN NaN NaN NaN NaN NaN 778 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6817.35 1673621735.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 169 -0.5489 27.0402 1 176.121 NaN 187.342 32.9186 177.21 -0.6202 1673621735.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.90888e+06 NaN NaN NaN NaN NaN NaN NaN 2.70402 17.721 -0.6202 NaN NaN
NaN NaN NaN NaN NaN NaN 792 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6818.35 1673621736.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 887.2 43.762 882.1 6.29 36.508 NaN 371.753 921.8 80.12 37.472 -0.562 NaN 165 -0.5489 27.041 1 176.214 NaN 187.436 32.9194 177.304 -0.6199 1673621736.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.90988e+06 NaN NaN NaN NaN NaN NaN NaN 2.7041 17.7304 -0.6199 NaN NaN
NaN NaN NaN NaN NaN NaN 732 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6819.35 1673621737.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 205 -0.4526 27.042 1 176.297 NaN 187.52 32.9201 177.387 -0.6194 1673621737.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.91088e+06 NaN NaN NaN NaN NaN NaN NaN 2.7042 17.7387 -0.6194 NaN NaN
NaN NaN NaN NaN NaN NaN 835 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6820.35 1673621738.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 887.3 43.766 882 6.29 36.511 NaN 371.65 921.8 80.099 37.475 -0.562 NaN 125 -0.5489 27.0421 1 176.389 NaN 187.612 32.9197 177.479 -0.619 1673621738.642 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.91188e+06 NaN NaN NaN NaN NaN NaN NaN 2.70421 17.7479 -0.619 NaN NaN
NaN NaN NaN NaN NaN NaN 770 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6821.35 1673621739.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 176 -0.4045 27.0435 1 176.482 NaN 187.705 32.9209 177.573 -0.6185 1673621739.636 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.91288e+06 NaN NaN NaN NaN NaN NaN NaN 2.70435 17.7573 -0.6185 NaN NaN
NaN NaN NaN NaN NaN NaN 771 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6822.35 1673621740.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 887.4 43.772 882 6.291 36.517 NaN 371.441 921.7 80.059 37.481 -0.56 NaN 181 -0.5489 27.0449 1 176.581 NaN 187.805 32.9222 177.673 -0.6179 1673621740.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.91388e+06 NaN NaN NaN NaN NaN NaN NaN 2.70449 17.7673 -0.6179 NaN NaN
NaN NaN NaN NaN NaN NaN 783 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6823.35 1673621741.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 159 -0.5007 27.046 1 176.666 NaN 187.891 32.9226 177.758 -0.617 1673621741.636 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.91488e+06 NaN NaN NaN NaN NaN NaN NaN 2.7046 17.7758 -0.617 NaN NaN
NaN NaN NaN NaN NaN NaN 783 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 6824.35 1673621742.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 887.5 43.776 881.9 6.29 36.522 NaN 371.301 921.8 80.028 37.486 -0.56 NaN 168 -0.5489 27.0471 1 176.759 NaN 187.985 32.9233 177.852 -0.6164 1673621742.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.91588e+06 NaN NaN NaN NaN NaN NaN NaN 2.70471 17.7852 -0.6164 NaN NaN
NaN NaN NaN NaN NaN NaN 838 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6825.35 1673621743.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 123 -0.4045 27.0473 1 176.843 NaN 188.069 32.923 177.936 -0.6159 1673621743.636 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.91688e+06 NaN NaN NaN NaN NaN NaN NaN 2.70473 17.7936 -0.6159 NaN NaN
NaN NaN NaN NaN NaN NaN 799 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 6826.35 1673621744.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 887.6 43.779 881.9 6.29 36.525 NaN 371.252 921.8 80.013 37.489 -0.562 NaN 129 -0.4526 27.0481 1 176.938 NaN 188.165 32.9233 178.032 -0.6153 1673621744.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.91788e+06 NaN NaN NaN NaN NaN NaN NaN 2.70481 17.8032 -0.6153 NaN NaN
NaN NaN NaN NaN NaN NaN 817 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6827.35 1673621745.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 143 -0.4526 27.0489 1 177.028 NaN 188.255 32.9237 178.123 -0.6147 1673621745.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.91888e+06 NaN NaN NaN NaN NaN NaN NaN 2.70489 17.8123 -0.6147 NaN NaN
NaN NaN NaN NaN NaN NaN 808 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 6828.35 1673621746.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 887.9 43.788 882 6.291 36.533 NaN 371.027 921.8 79.961 37.497 -0.564 NaN 151 -0.5489 27.0495 1 177.117 NaN 188.345 32.9238 178.213 -0.6141 1673621746.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.91988e+06 NaN NaN NaN NaN NaN NaN NaN 2.70495 17.8213 -0.6141 NaN NaN
NaN NaN NaN NaN NaN NaN 761 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6829.35 1673621747.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 183 -0.5489 27.0497 1 177.216 NaN 188.445 32.9241 178.312 -0.6141 1673621747.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.92088e+06 NaN NaN NaN NaN NaN NaN NaN 2.70497 17.8312 -0.6141 NaN NaN
NaN NaN NaN NaN NaN NaN 819 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6830.35 1673621748.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 888.1 43.795 882 6.29 36.541 NaN 370.756 921.8 79.91 37.505 -0.561 NaN 140 -0.4045 27.0499 1 177.306 NaN 188.535 32.9242 178.402 -0.6141 1673621748.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.92188e+06 NaN NaN NaN NaN NaN NaN NaN 2.70499 17.8402 -0.6141 NaN NaN
NaN NaN NaN NaN NaN NaN 728 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6831.35 1673621749.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 214 -0.4526 27.0505 1 177.395 NaN 188.624 32.9245 178.492 -0.6137 1673621749.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.92288e+06 NaN NaN NaN NaN NaN NaN NaN 2.70505 17.8492 -0.6137 NaN NaN
NaN NaN NaN NaN NaN NaN 775 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6832.35 1673621750.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 888.3 43.804 881.9 6.289 36.55 NaN 370.479 921.8 79.85 37.514 -0.561 NaN 179 -0.4526 27.0505 1 177.49 NaN 188.72 32.9246 178.588 -0.6138 1673621750.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.92388e+06 NaN NaN NaN NaN NaN NaN NaN 2.70505 17.8588 -0.6138 NaN NaN
NaN NaN NaN NaN NaN NaN 840 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 6833.35 1673621751.91 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 118 -0.5489 27.05 1 177.584 NaN 188.814 32.9237 178.682 -0.6136 1673621751.637 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.92487e+06 NaN NaN NaN NaN NaN NaN NaN 2.705 17.8682 -0.6136 NaN NaN
