dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2022-110-0-144
the8x3_filename: 00560144
filename_extension: sbd
filename_label: sunfish-2022-110-0-144-sbd(00560144)
mission_name: regm20.mi
fileopen_time: Sun_May_22_12:54:29_2022
sensors_per_cycle: 32
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2022-110-0-144
c_battpos c_de_oil_vol c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_avg_climb_rate m_avg_dive_rate m_battery m_battpos m_depth m_de_oil_vol m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_science_on m_vacuum m_water_vx m_water_vy x_low_power_status 
in cc rad rad rad lat lon m m/s m/s volts in m cc rad m/s m/s lat lon rad lat lon rad timestamp bar m rad bool inHg m/s m/s nodim 
4 4 4 4 4 8 8 4 4 4 4 4 4 4 4 4 4 8 8 4 8 8 4 8 4 4 4 1 4 4 4 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0872594 NaN NaN -0.0550817 -0.0067953 NaN NaN NaN NaN NaN NaN 1653224095.214 0.00872594 NaN NaN NaN NaN NaN NaN NaN 
NaN -280 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -60.0465 NaN NaN NaN NaN NaN NaN 5048.82060012693 -5053.99509999973 NaN 1653224120.031 NaN NaN NaN NaN 9.45477 NaN NaN 3 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4.71201 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1653224188.138 0.471201 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0842827 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1653224208.155 NaN NaN 0.0680678 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 21.3786 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1653224306.183 2.13786 NaN 0.0541052 NaN NaN NaN NaN NaN 
-0.282111 NaN -0.058677 NaN NaN NaN NaN NaN NaN NaN 14.5614 -0.244774 NaN NaN 0.0173691 NaN NaN NaN NaN NaN NaN NaN NaN 1653224366.195 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 34.0966 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1653224396.201 3.40966 NaN 0.0471239 NaN NaN NaN NaN NaN 
NaN NaN NaN 4.31442 -0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4.58323 NaN NaN -0.363028 1653224426.207 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.14002 NaN NaN 51.0468 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1653224516.224 5.10468 NaN 0.0541052 NaN NaN -0.0550817 -0.0067953 NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 66.3826 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1653224636.249 6.63826 NaN 0.0610865 NaN NaN NaN NaN NaN 
NaN -280 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -272.246 NaN NaN NaN NaN NaN NaN 5048.75520343405 -5054.07638791566 NaN 1653224726.266 NaN NaN NaN NaN 8.19358 NaN NaN 0 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 81.1076 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1653224756.272 8.11076 NaN 0.0541052 NaN NaN NaN NaN NaN 
-0.282111 NaN -0.00143735 NaN NaN NaN NaN NaN NaN NaN 14.5848 -0.244774 NaN NaN 0.0665814 NaN NaN NaN NaN NaN NaN NaN NaN 1653224786.278 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 4.31476 -0.3491 NaN NaN NaN NaN 0.123474 NaN NaN NaN NaN NaN NaN NaN NaN NaN 4.20275 NaN NaN -0.357792 1653224846.29 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 95.8108 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1653224876.295 9.58108 NaN 0.0506145 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 110.514 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1653224996.319 11.0514 NaN 0.0558505 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 125.174 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1653225116.342 12.5174 NaN 0.0575959 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.119883 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1653225176.354 NaN NaN NaN NaN NaN NaN NaN NaN 
-0.282111 NaN 0.0769456 NaN NaN NaN NaN NaN NaN NaN 14.5921 -0.244774 NaN NaN 0.0376329 NaN NaN NaN NaN NaN NaN NaN NaN 1653225206.36 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 138.699 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1653225236.367 13.8699 NaN 0.0575959 NaN NaN NaN NaN NaN 
NaN NaN NaN 4.31513 -0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4.04742 NaN NaN -0.347321 1653225266.373 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN -280 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 152.224 -272.518 NaN NaN NaN NaN NaN NaN 5048.67827083411 -5054.16180690972 NaN 1653225356.39 15.2224 NaN 0.0628319 NaN 8.14085 NaN NaN 0 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 165.313 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1653225476.413 16.5313 NaN 0.0541052 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.107332 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1653225506.418 NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 178.14 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1653225596.436 17.814 NaN 0.0610865 NaN NaN NaN NaN NaN 
