dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-335-1-106
the8x3_filename: 00410106
filename_extension: sbd
filename_label: sunfish-2021-335-1-106-sbd(00410106)
mission_name: regm20.mi
fileopen_time: Sat_Dec_11_22:56:27_2021
sensors_per_cycle: 31
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-335-1-106
c_battpos c_de_oil_vol c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_battery m_battpos m_coulomb_amphr m_coulomb_amphr_total m_depth m_de_oil_vol m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_vacuum m_water_vx m_water_vy x_hd_fin_ap_ran 
in cc rad rad rad lat lon m volts in amp-hrs amp-hrs m cc rad m/s m/s lat lon rad lat lon rad timestamp bar m rad inHg m/s m/s bool 
4 4 4 4 4 8 8 4 4 4 4 4 4 4 4 4 4 8 8 4 8 8 4 8 4 4 4 4 4 4 1 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 203.099 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639265336.603 20.3099 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0385761 1.56248 NaN NaN NaN 20.5128 NaN NaN NaN NaN 206.942 NaN 0.0318433 NaN NaN NaN NaN 1.03323 NaN NaN NaN 1639265378.62 20.6942 20.2686 0.0366519 NaN NaN NaN 4 
-0.218899 -237.5 NaN NaN NaN NaN NaN NaN 15.0479 -0.233445 NaN NaN NaN -231.383 NaN NaN NaN NaN NaN NaN 4846.79584572683 -5100.5335242304 NaN 1639265390.633 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 209.847 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639265410.65 20.9847 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.371021 1.56254 NaN NaN NaN 14.7565 NaN NaN NaN NaN NaN NaN 0.396666 NaN NaN NaN NaN 1.04371 NaN NaN NaN 1639265438.723 NaN 14.5319 0.0418879 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 212.358 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639265442.732 21.2358 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 212.336 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639265474.754 21.2336 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.37039 1.56254 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.345316 NaN NaN NaN NaN 1.23046 NaN NaN NaN 1639265498.773 NaN NaN 0.0366519 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 209.825 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639265506.783 20.9825 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639265518.794 NaN NaN NaN 8.16345 NaN NaN NaN 
NaN NaN NaN NaN 0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.352556 1639265522.86 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 204.016 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639265556.868 20.4016 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0348993 1.56255 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0405278 NaN NaN NaN NaN 1.67377 NaN NaN NaN 1639265586.874 NaN NaN 0.0488692 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 195.98 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639265616.879 19.598 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0462125 1.56253 NaN NaN NaN NaN NaN NaN NaN NaN 187.79 NaN -0.0202639 NaN NaN NaN NaN 1.79245 NaN NaN NaN 1639265676.89 18.779 NaN 0.0436332 NaN NaN NaN 4 
-0.256698 162.5 NaN NaN NaN NaN NaN NaN 14.4865 -0.236682 NaN NaN NaN 162.737 NaN NaN NaN NaN NaN NaN 4846.80949354914 -5100.47630356808 NaN 1639265706.895 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 179.95 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639265736.902 17.995 NaN NaN NaN NaN NaN NaN 
