dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-335-1-42
the8x3_filename: 00410042
filename_extension: sbd
filename_label: sunfish-2021-335-1-42-sbd(00410042)
mission_name: regm20.mi
fileopen_time: Sun_Dec__5_12:48:17_2021
sensors_per_cycle: 31
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-335-1-42
c_battpos c_de_oil_vol c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_battery m_battpos m_coulomb_amphr m_coulomb_amphr_total m_depth m_de_oil_vol m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_vacuum m_water_vx m_water_vy x_hd_fin_ap_ran 
in cc rad rad rad lat lon m volts in amp-hrs amp-hrs m cc rad m/s m/s lat lon rad lat lon rad timestamp bar m rad inHg m/s m/s bool 
4 4 4 4 4 8 8 4 4 4 4 4 4 4 4 4 4 8 8 4 8 8 4 8 4 4 4 4 4 4 1 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.00289484 NaN NaN NaN NaN NaN NaN NaN NaN 1638708492.674 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.158369 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638708502.773 0.0158369 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.129416 0.00454388 NaN NaN NaN NaN NaN NaN 1638708526.794 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 2.08866 NaN NaN NaN NaN NaN NaN NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638708534 -0.0147447 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0694762 NaN NaN NaN NaN NaN NaN NaN NaN 1638708554.103 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.158369 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638708566.139 0.0158369 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 2.08947 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638708594.163 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.14135 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638708598.168 0.114135 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0376329 NaN NaN NaN NaN NaN NaN NaN NaN 1638708614.18 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5.07328 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638708630.193 0.507328 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4.31271 NaN NaN NaN 1638708650.209 NaN NaN 0.0418879 NaN NaN NaN 4 
NaN NaN NaN 2.08935 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1638708654.286 NaN NaN NaN NaN NaN NaN NaN 
-0.260958 -212.5 -0.45 NaN -0.3491 NaN NaN NaN 14.7498 -0.273906 NaN NaN 12.1726 -204.867 -0.45385 NaN NaN NaN NaN NaN 4819.56176109379 -5258.95928831598 -0.307178 1638708688.292 1.21726 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 2.08848 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 3.81005 NaN NaN NaN 1638708718.297 NaN NaN 0.0314159 NaN NaN NaN 4 
