dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2022-020-0-44
the8x3_filename: 00510044
filename_extension: tbd
filename_label: sunfish-2022-020-0-44-tbd(00510044)
mission_name: regm20.mi
fileopen_time: Sun_Jan_30_13:39:09_2022
sensors_per_cycle: 10
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2022-020-0-44
sci_flbbcd_bb_units sci_flbbcd_cdom_units sci_flbbcd_chlor_units sci_m_present_time sci_oxy4_calphase sci_oxy4_oxygen sci_oxy4_saturation sci_water_cond sci_water_pressure sci_water_temp 
nodim ppb ug/l timestamp deg um % s/m bar degc 
4 4 4 8 4 4 4 4 4 4 
0.000481992 1.1752 0.2409 1643549970.461 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 1643549977.461 NaN NaN NaN 3.27576 0.00375 4.6467 
NaN NaN NaN 1643550036.461 33.259 350.328 87.042 3.27608 0.09752 4.6449 
NaN NaN NaN 1643550097.461 NaN NaN NaN 3.27746 0.70291 4.6451 
NaN NaN NaN 1643550157.461 33.275 349.525 86.893 NaN NaN NaN 
NaN NaN NaN 1643550158.461 NaN NaN NaN 3.27928 1.4056 4.6528 
NaN NaN NaN 1643550219.461 NaN NaN NaN 3.28009 2.0861 4.6536 
0.000177576 0.9944 0.2555 1643550270.461 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 1643550278.461 33.283 349.324 86.839 NaN NaN NaN 
NaN NaN NaN 1643550280.461 NaN NaN NaN 3.28036 2.77528 4.6498 
NaN NaN NaN 1643550341.461 NaN NaN NaN 3.28015 3.45532 4.6435 
NaN NaN NaN 1643550399.461 33.294 349.149 86.776 NaN NaN NaN 
NaN NaN NaN 1643550402.461 NaN NaN NaN 3.28049 4.13461 4.6419 
NaN NaN NaN 1643550463.462 NaN NaN NaN 3.28714 4.85181 4.7021 
NaN NaN NaN 1643550520.462 33.367 346.127 86.168 NaN NaN NaN 
NaN NaN NaN 1643550524.462 NaN NaN NaN 3.28967 5.58254 4.7262 
0.000173952 0.9944 0.2336 1643550571.462 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 1643550585.462 NaN NaN NaN 3.2875 6.29548 4.7017 
NaN NaN NaN 1643550641.462 33.41 344.644 85.842 NaN NaN NaN 
NaN NaN NaN 1643550646.462 NaN NaN NaN 3.29231 7.01726 4.7457 
NaN NaN NaN 1643550707.462 NaN NaN NaN 3.29557 7.79173 4.7671 
NaN NaN NaN 1643550762.462 33.521 340.649 84.982 NaN NaN NaN 
